2013-04-01 18:22:54, 2013-04-15 02:57:11.142857
2013-04-15 02:57:11.142857, 2013-04-28 11:31:28.285714
2013-04-28 11:31:28.285714, 2013-05-11 20:05:45.428571
2013-05-11 20:05:45.428571, 2013-05-25 04:40:02.571428
2013-05-25 04:40:02.571428, 2013-06-07 13:14:19.714285
2013-06-07 13:14:19.714285, 2013-06-20 21:48:36.857142
2013-06-20 21:48:36.857142, 2013-07-04 06:22:53.999999
2013-07-04 06:22:53.999999, 2013-07-17 14:57:11.142856
2013-07-17 14:57:11.142856, 2013-07-30 23:31:28.285713
2013-07-30 23:31:28.285713, 2013-08-06 15:48:36.857141
2013-08-06 15:48:36.857141, 2013-08-08 07:52:53.999998
2013-08-08 07:52:53.999998, 2013-08-09 23:57:11.142855
2013-08-09 23:57:11.142855, 2013-08-13 08:05:45.428569
2013-08-13 08:05:45.428570, 2013-08-20 00:22:53.999998
2013-08-20 00:22:53.999998, 2013-08-26 16:40:02.571426
2013-08-26 16:40:02.571427, 2013-09-09 01:14:19.714284
2013-09-09 01:14:19.714284, 2013-09-22 09:48:36.857141
2013-09-22 09:48:36.857141, 2013-09-29 02:05:45.428569
2013-09-29 02:05:45.428569, 2013-10-05 18:22:53.999997
2013-10-05 18:22:53.999998, 2013-10-19 02:57:11.142855
2013-10-19 02:57:11.142855, 2013-11-01 11:31:28.285712
2013-11-01 11:31:28.285712, 2013-11-14 20:05:45.428569
2013-11-14 20:05:45.428569, 2013-11-28 04:40:02.571426
2013-11-28 04:40:02.571426, 2013-12-11 13:14:19.714283
2013-12-11 13:14:19.714283, 2013-12-18 05:31:28.285711
2013-12-18 05:31:28.285711, 2013-12-24 21:48:36.857139
2013-12-24 21:48:36.857140, 2014-01-07 06:22:53.999997
2014-01-07 06:22:53.999997, 2014-01-20 14:57:11.142854
2014-01-20 14:57:11.142854, 2014-02-02 23:31:28.285711
2014-02-02 23:31:28.285711, 2014-02-16 08:05:45.428568
2014-02-16 08:05:45.428568, 2014-03-01 16:40:02.571425
2014-03-01 16:40:02.571425, 2014-03-15 01:14:19.714282
2014-03-15 01:14:19.714282, 2014-03-28 09:48:36.857139
2014-03-28 09:48:36.857139, 2014-04-04 02:05:45.428567
2014-04-04 02:05:45.428567, 2014-04-07 10:14:19.714281
2014-04-07 10:14:19.714281, 2014-04-09 02:18:36.857138
2014-04-09 02:18:36.857138, 2014-04-10 18:22:53.999995
2014-04-10 18:22:53.999996, 2014-04-14 02:31:28.285710
2014-04-14 02:31:28.285710, 2014-04-17 10:40:02.571424
2014-04-17 10:40:02.571424, 2014-04-24 02:57:11.142852
2014-04-24 02:57:11.142853, 2014-05-07 11:31:28.285710
2014-05-07 11:31:28.285710, 2014-05-20 20:05:45.428567
2014-05-20 20:05:45.428567, 2014-06-03 04:40:02.571424
2014-06-03 04:40:02.571424, 2014-06-16 13:14:19.714281
2014-06-16 13:14:19.714281, 2014-06-29 21:48:36.857138
2014-06-29 21:48:36.857138, 2014-07-13 06:22:53.999995
2014-07-13 06:22:53.999995, 2014-07-26 14:57:11.142852
2014-07-26 14:57:11.142852, 2014-08-08 23:31:28.285709
2014-08-08 23:31:28.285709, 2014-08-22 08:05:45.428566
2014-08-22 08:05:45.428566, 2014-09-04 16:40:02.571423
2014-09-04 16:40:02.571423, 2014-09-18 01:14:19.714280
2014-09-18 01:14:19.714280, 2014-10-01 09:48:36.857137
2014-10-01 09:48:36.857137, 2014-10-14 18:22:53.999994
2014-10-14 18:22:53.999994, 2014-10-28 02:57:11.142851
2014-10-28 02:57:11.142851, 2014-11-10 11:31:28.285708
2014-11-10 11:31:28.285708, 2014-11-23 20:05:45.428565
2014-11-23 20:05:45.428565, 2014-12-07 04:40:02.571422
2014-12-07 04:40:02.571422, 2014-12-20 13:14:19.714279
2014-12-20 13:14:19.714279, 2015-01-02 21:48:36.857136
2015-01-02 21:48:36.857136, 2015-01-16 06:22:53.999993
2015-01-16 06:22:53.999993, 2015-01-29 14:57:11.142850
2015-01-29 14:57:11.142850, 2015-02-11 23:31:28.285707
2015-02-11 23:31:28.285707, 2015-02-25 08:05:45.428564
2015-02-25 08:05:45.428564, 2015-03-10 16:40:02.571421
2015-03-10 16:40:02.571421, 2015-03-24 01:14:19.714278
2015-03-24 01:14:19.714278, 2015-04-06 09:48:36.857135
2015-04-06 09:48:36.857135, 2015-04-19 18:22:53.999992
2015-04-19 18:22:53.999992, 2015-05-03 02:57:11.142849
2015-05-03 02:57:11.142849, 2015-05-16 11:31:28.285706
2015-05-16 11:31:28.285706, 2015-05-29 20:05:45.428563
2015-05-29 20:05:45.428563, 2015-06-02 04:14:19.714277
2015-06-02 04:14:19.714277, 2015-06-05 12:22:53.999991
2015-06-05 12:22:53.999991, 2015-06-08 20:31:28.285705
2015-06-08 20:31:28.285705, 2015-06-09 16:33:36.857133
2015-06-09 16:33:36.857133, 2015-06-09 21:34:08.999990
2015-06-09 21:34:08.999990, 2015-06-10 00:04:25.071418
2015-06-10 00:04:25.071418, 2015-06-10 01:19:33.107132
2015-06-10 01:19:33.107132, 2015-06-10 01:28:56.611596
2015-06-10 01:28:56.611596, 2015-06-10 01:38:20.116060
2015-06-10 01:38:20.116060, 2015-06-10 01:57:07.124988
2015-06-10 01:57:07.124989, 2015-06-10 02:34:41.142846
2015-06-10 02:34:41.142847, 2015-06-10 12:35:45.428561
2015-06-10 12:35:45.428562, 2015-06-12 04:40:02.571419
2015-06-12 04:40:02.571420, 2015-06-25 13:14:19.714277
2015-06-25 13:14:19.714277, 2015-07-08 21:48:36.857134
2015-07-08 21:48:36.857134, 2015-07-15 14:05:45.428562
2015-07-15 14:05:45.428562, 2015-07-18 22:14:19.714276
2015-07-18 22:14:19.714276, 2015-07-22 06:22:53.999990
2015-07-22 06:22:53.999991, 2015-08-04 14:57:11.142848
2015-08-04 14:57:11.142848, 2015-08-06 07:01:28.285705
2015-08-06 07:01:28.285705, 2015-08-07 23:05:45.428562
2015-08-07 23:05:45.428562, 2015-08-11 07:14:19.714276
2015-08-11 07:14:19.714276, 2015-08-14 15:22:53.999990
2015-08-14 15:22:53.999990, 2015-08-17 23:31:28.285704
2015-08-17 23:31:28.285705, 2015-08-31 08:05:45.428562
2015-08-31 08:05:45.428562, 2015-09-07 00:22:53.999990
2015-09-07 00:22:53.999990, 2015-09-10 08:31:28.285704
2015-09-10 08:31:28.285704, 2015-09-11 04:33:36.857132
2015-09-11 04:33:36.857132, 2015-09-11 14:34:41.142846
2015-09-11 14:34:41.142846, 2015-09-11 19:35:13.285703
2015-09-11 19:35:13.285703, 2015-09-11 20:50:21.321417
2015-09-11 20:50:21.321417, 2015-09-11 21:27:55.339274
2015-09-11 21:27:55.339274, 2015-09-11 21:46:42.348202
2015-09-11 21:46:42.348202, 2015-09-11 21:51:24.100434
2015-09-11 21:51:24.100434, 2015-09-11 21:56:05.852666
2015-09-11 21:56:05.852666, 2015-09-11 22:05:29.357130
2015-09-11 22:05:29.357131, 2015-09-12 00:35:45.428559
2015-09-12 00:35:45.428561, 2015-09-13 16:40:02.571418
2015-09-13 16:40:02.571419, 2015-09-20 08:57:11.142847
2015-09-20 08:57:11.142847, 2015-09-27 01:14:19.714275
2015-09-27 01:14:19.714276, 2015-10-10 09:48:36.857133
2015-10-10 09:48:36.857133, 2015-10-23 18:22:53.999990
2015-10-23 18:22:53.999990, 2015-11-06 02:57:11.142847
2015-11-06 02:57:11.142847, 2015-11-19 11:31:28.285704
2015-11-19 11:31:28.285704, 2015-12-02 20:05:45.428561
2015-12-02 20:05:45.428561, 2015-12-16 04:40:02.571418
2015-12-16 04:40:02.571418, 2015-12-29 13:14:19.714275
2015-12-29 13:14:19.714275, 2016-01-11 21:48:36.857132
2016-01-11 21:48:36.857132, 2016-01-25 06:22:53.999989
2016-01-25 06:22:53.999989, 2016-02-07 14:57:11.142846
2016-02-07 14:57:11.142846, 2016-02-20 23:31:28.285703
2016-02-20 23:31:28.285703, 2016-03-05 08:05:45.428560
2016-03-05 08:05:45.428560, 2016-03-18 16:40:02.571417
2016-03-18 16:40:02.571417, 2016-04-01 01:14:19.714274
2016-04-01 01:14:19.714274, 2016-04-14 09:48:36.857131
2016-04-14 09:48:36.857131, 2016-04-27 18:22:53.999988
2016-04-27 18:22:53.999988, 2016-05-01 02:31:28.285702
2016-05-01 02:31:28.285702, 2016-05-04 10:40:02.571416
2016-05-04 10:40:02.571416, 2016-05-11 02:57:11.142844
2016-05-11 02:57:11.142845, 2016-05-17 19:14:19.714273
2016-05-17 19:14:19.714273, 2016-05-24 11:31:28.285701
2016-05-24 11:31:28.285702, 2016-06-06 20:05:45.428559
2016-06-06 20:05:45.428559, 2016-06-13 12:22:53.999987
2016-06-13 12:22:53.999987, 2016-06-16 20:31:28.285701
2016-06-16 20:31:28.285701, 2016-06-20 04:40:02.571415
2016-06-20 04:40:02.571416, 2016-07-03 13:14:19.714273
2016-07-03 13:14:19.714273, 2016-07-16 21:48:36.857130
2016-07-16 21:48:36.857130, 2016-07-23 14:05:45.428558
